France,12/08/2023,17:40:31.385665,18:45:04.777359,1:04:33.391694,"['https://www.ssi.gouv.fr/en/cybersecurity-in-france/cybersecurity-strategy/', 'https://www.freiheit.org/european-union/frances-new-security-strategy', 'https://www.globaltradealert.org/intervention/101617/state-loan/france-government-launches-cyber-security-strategy', 'https://www.enisa.europa.eu/topics/national-cyber-security-strategies/ncss-map/France_Cyber_Security_Strategy.pdf', 'https://www.diplomatie.gouv.fr/en/french-foreign-policy/security-disarmament-and-non-proliferation/fight-against-organized-criminality/cyber-security/', 'https://www.ssi.gouv.fr/en/cybersecurity-in-france/', 'https://ccdcoe.org/library/publications/national-cyber-security-organisation-france/']",7

Germany,12/08/2023,18:45:04.781528,19:49:56.171800,1:04:51.390272,"['https://ccdcoe.org/uploads/2020/12/Country_Report_DEU.pdf', 'https://www.bsi.bund.de/EN/Das-BSI/Auftrag/Strategie/strategie_node.html', 'https://www.orfonline.org/expert-speak/germanys-national-security-strategy/', 'https://www.bmi.bund.de/EN/topics/it-internet-policy/cyber-security-strategy/cyber-security-strategy-node.html', 'https://www.swp-berlin.org/en/publication/the-weak-european-reflex-in-the-german-cyber-security-strategy-2021', 'https://www.bundesregierung.de/breg-en/service/archive/new-cyber-security-strategy-1958688']",6

Greece,12/08/2023,19:49:56.198492,19:56:02.179526,0:06:05.981034,"['https://www.sev.org.gr/Uploads/Documents/53423/Cybersecurity_in_Greece_Drivas_SEV.pdf', 'https://www.enisa.europa.eu/topics/national-cyber-security-strategies/ncss-map/GRNCSS_EN.pdf', 'https://www.trade.gov/market-intelligence/greece-cyber-security-strategy']",3

Hungary,12/08/2023,19:56:02.181516,19:59:34.012514,0:03:31.830998,"['https://nki.gov.hu/wp-content/uploads/2020/11/Strategy-for-the-security-of-network-and-information-systems-in-Hungary.pdf', 'https://ccdcoe.org/library/publications/national-cyber-security-organisation-hungary/', 'https://eucpn.org/document/hungarian-policy-on-cybercrime-0', 'https://www.hte.hu/documents/4176585/4584083/Krasznay_Csaba_Strategia.pdf', 'https://www.enisa.europa.eu/topics/national-cyber-security-strategies/ncss-map/HU_NCSS.pdf']",5

Iceland,12/08/2023,19:59:34.013548,20:38:06.610943,0:38:32.597395,"['https://www.government.is/topics/information-technology/policies/', 'https://island.is/en/o/digital-iceland/Cloud-Policy-Icelandic-Public-Sector', 'https://www.stjornarradid.is/library/04-Raduneytin/Haskola---idnadar--og-nyskopunarraduneytid/Icelandic%20National%20Cybersecurity%20Strategy%202022-2037.pdf', 'https://www.norden.org/en/news/do-nordics-need-common-cyber-security-strategy', 'https://static.rusi.org/220_ncss_web_0.pdf']",5

Ireland,12/08/2023,20:38:06.612887,21:52:15.545840,1:14:08.932953,"['https://www.ncsc.gov.ie/strategy/', 'https://www.gov.ie/en/publication/8994a-national-cyber-security-strategy/', 'https://www.itgovernance.eu/en-ie/eu-cybersecurity-strategy-ie', 'https://www.skillnetireland.ie/publication/national-cyber-security-strategy-2019-2024/', 'https://assets.gov.ie/242165/a7e47530-622e-4a18-a080-bbaccfb05b33.pdf', 'https://www.dfa.ie/our-role-policies/international-priorities/peace-and-security/international-security-policy/', 'https://www.ncsc.gov.ie/pdfs/National_Cyber_Security_Strategy.pdf', 'https://assets.gov.ie/261971/356d743c-b154-4a5f-b7ae-eb6714c2d011.pdf', 'https://www.gov.ie/en/consultation/a2020-national-cyber-security-strategy-2019-2024-mid-term-review-consultation/']",9

Israel,12/08/2023,21:52:15.565891,22:01:35.664919,0:09:20.099028,"['https://www.gov.il/BlobFolder/news/international_strategy/en/Israel%20International%20Cyber%20Strategy.pdf', 'https://www.inss.org.il/wp-content/uploads/2019/07/Cyber3.1ENG_3-169-175.pdf', 'https://cyber.haifa.ac.il/images/pdf/cyber_english_A5_final.pdf', 'https://cybilportal.org/actors/cyber-israel-national-cyber-directorate/', 'https://ccdcoe.org/uploads/2018/10/IL_NCSO_final.pdf']",5

Italy,12/08/2023,22:01:35.669753,22:41:51.971137,0:40:16.301384,"['https://www.itu.int/en/ITU-D/Cybersecurity/Documents/National_Strategies_Repository/ACN_EN_Strategia.pdf', 'https://www.acn.gov.it/ACN_EN_Strategia.pdf', 'https://www.sicurezzanazionale.gov.it/sisr.nsf/wp-content/uploads/2014/02/italian-national-strategic-framework-for-cyberspace-security.pdf', 'https://www.loc.gov/item/global-legal-monitor/2021-08-23/italy-new-measures-on-national-cybersecurity-enter-into-effect/', 'https://www.privacyshield.gov/ps/article?id=Italy-Cybersecurity', 'https://www.trade.gov/country-commercial-guides/italy-cybersecurity']",6

Japan,12/08/2023,22:41:51.971137,23:17:13.071695,0:35:21.100558,"['https://www.mofa.go.jp/policy/page18e_000015.html', 'https://www.privacyshield.gov/article?id=Japan-Cyber-Security', 'https://www.stimson.org/2023/japan-cybersecurity-policy/', 'https://www.cas.go.jp/jp/siryou/221216anzenhoshou/nss-e.pdf', 'https://www.nisc.go.jp/eng/pdf/cs-strategy-en-pamphlet.pdf']",5

South Korea,12/08/2023,23:17:13.071695,23:35:07.409213,0:17:54.337518,"['https://ccdcoe.org/uploads/2022/12/ROK-Country-report.pdf', 'https://www.itu.int/en/ITU-D/Cybersecurity/Documents/National_Strategies_Repository/National%20Cybersecurity%20Strategy_South%20Korea.pdf', 'https://carnegieendowment.org/2021/08/17/korean-policies-of-cybersecurity-and-data-resilience-pub-85164']",3

Lithuania,13/08/2023,06:45:50.216200,06:48:23.953224,0:02:33.737024,"['https://ccdcoe.org/uploads/2018/10/Lithuania_Cyber-Security-Strategy-2018_English.pdf', 'https://www.nksc.lt/en/', 'https://www.enisa.europa.eu/topics/national-cyber-security-strategies/ncss-map/Lithuania_Cyber_Security_Strategy.pdf', 'https://kam.lt/en/cyber-security/']",4

Luxembourg,13/08/2023,06:48:23.953224,07:51:42.168841,1:03:18.215617,"['https://www.itgovernance.eu/fr-lu/eu-cybersecurity-strategy-lu', 'https://www.cybersecurity.lu/strategy', 'https://www.enisa.europa.eu/news/member-states/3rd-national-cyber-security-strategy-for-luxembourg', 'https://ccdcoe.org/uploads/2021/05/NCS_organisation_LUX-2021-FINAL.pdf', 'https://defense.gouvernement.lu/dam-assets/la-defense/Luxembourg-Cyber-Defence-Strategy.pdf', 'https://cybilportal.org/actors/luxembourg-cybersecurity-competence-center-c3/', 'https://digital-luxembourg.public.lu/stories/new-cybersecurity-strategy-luxembourg', 'https://infocrise.public.lu/en/cyber/informations-generales/strategie-nationale-cybersecurite.html', 'https://www.luxinnovation.lu/wp-content/uploads/sites/3/2020/12/2020-10-key-insigights-cybersecurity_final.pdf']",9

Latvia,13/08/2023,07:51:42.202210,08:32:13.559262,0:40:31.357052,"['https://www.mod.gov.lv/en/nozares-politika/cybersecurity', 'https://eng.lsm.lv/article/society/defense/14.03.2023-latvian-government-agrees-cyber-security-strategy-until-2026.a500807/', 'https://ccdcoe.org/library/strategy-and-governance/', 'https://www.enisa.europa.eu/topics/national-cyber-security-strategies/ncss-map/lv-ncss', 'https://www.mod.gov.lv/sites/mod/files/document/Kiberdrosibas%20strategija%202023%20ENG.pdf']",5

Mexico,13/08/2023,08:32:13.559262,08:54:46.796531,0:22:33.237269,"['https://www.cemla.org/actividades/2019-final/2019-02-cyberseguridad/2019-02-banxico-strategy.pdf', 'https://www.wilsoncenter.org/publication/quo-vadis-mexicos-national-cybersecurity-strategy', 'https://itrade.gov.il/pdf/ISRAELS%20ECONOMIC%20OFFICE%20TO%20MEXICO.pdf', 'https://www.csis.org/analysis/development-ict-landscape-mexico-cybersecurity-and-opportunities-investment', 'https://www.gob.mx/cms/uploads/attachment/file/399655/ENCS.ENG.final.pdf']",5

Netherlands,13/08/2023,08:54:46.816628,10:05:25.052361,1:10:38.235733,"['https://securitydelta.nl/news/overview/dutch-government-presents-cybersecurity-strategy-nlcs-2022-2028', 'https://www.government.nl/latest/news/2022/10/10/cabinet-presents-new-cybersecurity-strategy', 'https://english.ncsc.nl/topics/national-cybersecurity-agenda', 'https://www.trade.gov/country-commercial-guides/netherlands-cyber-security', 'https://www.government.nl/binaries/government/documenten/publications/2023/04/03/security-strategy-for-the-kingdom-of-the-netherlands/Security+Strategy+for+the+Kingdom+of+the+Netherlands.pdf', 'https://www.itgovernance.eu/nl-nl/eu-cybersecurity-strategy-nl', 'https://english.nctv.nl/topics/netherlands-cybersecurity-strategy-2022-2028', 'https://www.enisa.europa.eu/topics/national-cyber-security-strategies/ncss-map/NCSS2Engelseversie.pdf']",8

New Zealand,13/08/2023,10:05:25.053513,11:36:07.694955,1:30:42.641442,"['https://www.ncsc.govt.nz/assets/NCSC-Documents/Strategy-2024-PUBLIC-Version-Dec2022.pdf', 'https://www.dpmc.govt.nz/our-programmes/national-security/cyber-security-strategy', 'https://www.dpmc.govt.nz/publications/new-zealands-cyber-security-strategy-2019', 'https://www.cert.govt.nz/business/guides/create-a-cyber-security-policy-for-your-business/', 'https://securitybrief.co.nz/story/what-is-nz-s-cyber-security-emergency-response-plan', 'https://www.beehive.govt.nz/sites/default/files/2020-12/Digital%20Economy%20and%20Communications%20-%20DPMC.PDF']",6

Poland,13/08/2023,20:16:31.584832,20:25:38.731261,0:09:07.146429,"['https://digital-skills-jobs.europa.eu/en/actions/national-initiatives/national-strategies/poland-cybersecurity-strategy-republic-poland-2019', 'https://www.gov.pl/attachment/6a4aafc6-e339-4cd5-a8e6-cd47257f02d8', 'https://ccdcoe.org/uploads/2018/10/NCSO_Poland_2017.pdf', 'https://www.enisa.europa.eu/topics/national-cyber-security-strategies/ncss-map/Cybersecuritystrategy_PL.pdf']",4

Portugal,13/08/2023,20:25:38.731261,21:03:08.778963,0:37:30.047702,"['https://portugaldigital.gov.pt/en/accelerating-digital-transition-in-portugal/get-to-know-the-digital-transition-strategies/national-strategy-for-cyberspace-security/', 'https://www.incode2030.gov.pt/en/estrategia-nacional-de-seguranca-do-ciberespaco-en/', 'https://cncs.gov.pt/docs/portugal-ncss-2019-2023-en-2.pdf', 'https://www.enisa.europa.eu/topics/national-cyber-security-strategies/ncss-map/Portuguese_National_Cyberspace_Security_Strategy_EN.pdf']",4

Slovenia,13/08/2023,21:11:36.128012,22:05:10.845162,0:53:34.717150,"['https://www.gov.si/assets/ministrstva/MJU/DID/Cyber_Security_Strategy_Slovenia.pdf', 'https://digital-strategy.ec.europa.eu/en/policies/broadband-slovenia', 'https://ccdcoe.org/uploads/2021/08/Slovenia_country_report_final_for_publication_August_2021.pdf', 'https://projects2014-2020.interregeurope.eu/fileadmin/user_upload/tx_tevprojects/library/file_1634650456.pdf', 'https://www.state.gov/wp-content/uploads/2022/07/ICS_EUR_Slovenia_Public.pdf']",5

Slovakia,13/08/2023,22:05:10.845934,22:37:23.500637,0:32:12.654703,"['https://www.nbu.gov.sk/wp-content/uploads/cyber-security/Cyber-Security-Concept-of-the-Slovak-Republic-for-2015-2020.pdf', 'https://www.nbu.gov.sk/wp-content/uploads/cyber-security/National_cybersecurity_strategy_2021.pdf', 'https://digital-skills-jobs.europa.eu/en/actions/national-initiatives/national-strategies/slovakia-2030-digital-transformation-strategy', 'https://ccdcoe.org/uploads/2018/10/CS_organisation_SLOVAKIA_042015.pdf', 'https://potomacinstitute.org/divisions/36-science-and-technology-policy/cyber-readiness/cyber-readiness-translations/2171-slovak-republic-cyber-readiness-at-a-glance', 'https://www.mzv.sk/documents/30297/4638226/security-strategy-of-the-slovak-republic.pdf']",6

Spain,13/08/2023,22:37:23.501375,23:35:21.912399,0:57:58.411024,"['https://www.cidob.org/en/content/download/27940/337722/file/EES_eng.pdf', 'https://www.dsn.gob.es/eu/file/2989/download?token=EuVy2lNr', 'https://www.enisa.europa.eu/topics/national-cyber-security-strategies/ncss-map/NCSS_ESen.pdf', 'https://www.oecd.org/governance/toolkit-on-risk-governance/goodpractices/page/spanishnationalsecuritystrategy.htm', 'https://www.ccn-cert.cni.es/en/about-us/spanish-cybersecurity-strategy-2013.html', 'https://foronacionalciberseguridad.es/index.php/en/national-cybersecurity-strategy', 'https://ccdcoe.org/library/publications/national-cyber-security-organisation-spain/', 'https://www.lamoncloa.gob.es/documents/estrategiaseguridad_baja_julio.pdf']",8

Sweden,13/08/2023,23:35:21.934171,00:24:31.123904,"-1 day, 0:49:09.189733","['https://www.government.se/contentassets/d87287e088834d9e8c08f28d0b9dda5b/a-national-cyber-security-strategy-skr.-201617213', 'https://resilience.enisa.europa.eu/enisas-ncss-project/enisa-cyber-security-strategies-workshops/SwedishNCSS.pdf', 'https://www.trade.gov/market-intelligence/sweden-cyber-security-opportunities', 'https://www.trade.gov/country-commercial-guides/sweden-cybersecurity', 'https://www.itgovernance.eu/sv-se/eu-cybersecurity-strategy-se']",5

Turkey,14/08/2023,00:24:31.123904,01:03:10.892167,0:38:39.768263,"['https://www.inss.org.il/publication/turkey-challenges-struggle-cyber-threats/', 'https://ccdcoe.org/uploads/2021/08/TUR_country_report_final_clean_ver_2408.pdf', 'https://ccdcoe.org/library/publications/national-cyber-security-organisation-turkey/', 'https://www.trtworld.com/magazine/turkey-reveals-its-three-year-cybersecurity-plan-42820']",4

United Kingdom,14/08/2023,01:03:10.910864,02:35:19.766164,1:32:08.855300,"['https://www.kcl.ac.uk/study/postgraduate-taught/courses/cyber-policy-strategy-ma', 'https://www.local.gov.uk/our-support/cyber-digital-and-technology/cyber-digital-and-technology-policy-team/government-cyber', 'https://www.gov.uk/government/publications/national-cyber-strategy-2022/national-cyber-security-strategy-2022#pillar-2-cyber-resilience', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/228841/7642.pdf', 'https://www.gov.uk/government/publications/government-cyber-security-strategy-2022-to-2030', 'https://www.gov.uk/government/publications/national-cyber-strategy-2022/national-cyber-security-strategy-2022#part-1-strategy', 'https://www.gov.uk/government/publications/national-cyber-strategy-2022/national-cyber-security-strategy-2022#pillar-1-uk-cyber-ecosystem', 'https://www.gov.uk/government/publications/national-cyber-strategy-2022/national-cyber-security-strategy-2022', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/1049825/government-cyber-security-strategy.pdf']",9

Argentina,17/08/2023,15:02:33.111410,21:19:34.945118,6:17:01.833708,"['https://www.bcra.gob.ar/SistemasFinancierosYdePagos/Ciberseguridad-i.asp', 'https://www.trade.gov/market-intelligence/argentina-cybersecurity-solutions', 'https://www.bcra.gob.ar/SistemasFinancierosYdePagos/lineamientos-de-ciberseguridad-i.asp', 'https://www.iadb.org/en/news/argentina-works-lessen-toll-cyberattacks-idb-support', 'https://cyberpolicyportal.org/states/argentina']",5

China,17/08/2023,12:10:39.085629,12:48:54.860055,0:38:15.774426,"['https://www.csis.org/programs/strategic-technologies-program/archives/china-cyber-outlook/chinas-emerging-cyber', 'https://ccdcoe.org/library/publications/china-and-cyber-attitudes-strategies-organisation/', 'https://www.nbr.org/publication/chinas-evolving-cybersecurity-and-cyber-development-strategy/', 'https://usito.org/news/china-publishes-first-national-cybersecurity-strategy', 'https://carnegieendowment.org/2019/04/01/what-are-china-s-cyber-capabilities-and-intentions-pub-78734']",5

India,18/08/2023,12:48:54.860055,13:21:20.627462,0:32:25.767407,"['https://telecom.economictimes.indiatimes.com/news/national-cybersecurity-strategy-2023-may-come-out-soon-pant/98093316', 'https://vikaspedia.in/e-governance/national-e-governance-plan/national-cyber-security-policy', 'https://www.meity.gov.in/content/national-cyber-security-policy-2013-0', 'https://www.dsci.in/files/content/knowledge-centre/2023/National-Cyber-Security-Strategy-2020-DSCI-submission.pdf']",4

Indonesia,18/08/2023,01:33:08.788226,02:05:02.409818,0:31:53.621592,"['https://www.aseanbriefing.com/news/new-cybersecurity-rules-for-financial-institutions-in-indonesia/', 'https://www.eastasiaforum.org/2022/12/05/doxxing-and-deficiencies-in-indonesias-cybersecurity-framework/', 'https://journal.unnes.ac.id/sju/index.php/snh/article/download/43191/18450/', 'https://www.neliti.com/publications/70606/cybersecurity-policy-and-its-implementation-in-indonesia', 'https://www.dataguidance.com/news/indonesia-bssn-releases-national-cybersecurity-strategy', 'https://cfds.fisipol.ugm.ac.id/2021/07/28/analyzing-indonesias-national-cybersecurity-strategy/']",6

Russia,18/08/2023,02:05:02.409818,02:39:33.650621,0:34:31.240803,"['https://www.fpri.org/article/2021/07/understanding-russias-cyber-strategy/', 'https://ccdcoe.org/library/strategy-and-governance/?search=russia', 'https://stratcomcoe.org/cuploads/pfiles/Nato-Cyber-Report_11-06-2021-4f4ce.pdf', 'https://www.cisa.gov/topics/cyber-threats-and-advisories/advanced-persistent-threats/russia', 'https://www.cfr.org/event/cybersecurity-threat-russia', 'https://ccdcoe.org/uploads/2020/05/CyCon_2020_8_Lilly_Cheravitch.pdf', 'https://www.ankasam.org/cyber-security-strategy-of-the-russian-federation/?lang=en']",7

South Africa,2023-08-23,12:03:03.101754,12:05:44.280142,0:02:41.178388,"['https://www.gov.za/sites/default/files/gcis_document/201512/39475gon609.pdf', 'https://www.ellipsis.co.za/wp-content/uploads/2011/02/CYBER-SECURITY-POLICY-draft.pdf', 'https://www.gov.za/documents/national-cybersecurity-policy-framework-4-dec-2015-0000', 'https://www.wits.ac.za/linkcentre/cybersecurity-policy-and-practice-programme/sutherland-2017---governance-of-cybersecurity----the-case-of-south-africa-/']",4
United States of America,2023-08-23,12:05:44.280142,12:09:36.620549,0:03:52.340407,"['https://www.whitehouse.gov/briefing-room/statements-releases/2023/03/02/fact-sheet-biden-harris-administration-announces-national-cybersecurity-strategy/', 'https://www.state.gov/announcing-the-release-of-the-administrations-national-cybersecurity-strategy/', 'https://www.cio.gov/policies-and-priorities/cybersecurity/', 'https://trumpwhitehouse.archives.gov/wp-content/uploads/2018/09/National-Cyber-Strategy.pdf', 'https://www.weforum.org/agenda/2023/03/us-national-cybersecurity-strategy/', 'https://www.whitehouse.gov/wp-content/uploads/2023/03/National-Cybersecurity-Strategy-2023.pdf']",6
South Africa,2023-08-23,12:30:46.865704,13:26:55.531062,0:56:08.665358,"['https://www.ellipsis.co.za/wp-content/uploads/2011/02/CYBER-SECURITY-POLICY-draft.pdf', 'https://www.wits.ac.za/linkcentre/cybersecurity-policy-and-practice-programme/sutherland-2017---governance-of-cybersecurity----the-case-of-south-africa-/', 'https://www.gov.za/documents/national-cybersecurity-policy-framework-4-dec-2015-0000', 'https://www.gov.za/sites/default/files/gcis_document/201512/39475gon609.pdf']",4
Philippines,2023-08-24,09:21:40.651462,09:46:07.183309,0:24:26.531847,"['https://afyonluoglu.org/PublicWebFiles/strategies/Asia/Philippines%202017-2022%20National%20Cyber%20Security%20Plan-EN.pdf', 'https://www.philstar.com/news-commentary/2023/06/03/2271179/defensive-posture-philippines-cybersecurity-strategy', 'https://asiafoundation.org/wp-content/uploads/2022/03/Cybersecurity-in-the-Philippines-Global-Context-and-Local-Challenges-.pdf', 'https://www.ndcp.edu.ph/wp-content/uploads/2023/05/Philippines-Cyber-Defense_-Strategies-and-Capabilities-in-Combating-Cyber-Attacks-Conference-Proceedings.pdf']",4
Singapore,2023-08-24,09:59:23.800110,10:42:21.903017,0:42:58.102907,"['https://www.csa.gov.sg/Tips-Resource/publications/2021/singapore-cybersecurity-strategy-2021', 'https://www.rsis.edu.sg/wp-content/uploads/2016/12/PR170217_Cybersecurity-in-Singapore.pdf', 'https://www.tech.gov.sg/capability-centre-csg', 'https://www.csa.gov.sg/docs/default-source/csa/documents/publications/the-singapore-cybersecurity-strategy-2021.pdf?sfvrsn=809ced95_0', 'https://www.trade.gov/market-intelligence/singapore-cybersecurity-market']",5
Switzerland,2023-08-24,11:22:43.273727,12:57:12.299314,1:34:29.025587,"['https://www.ncsc.admin.ch/ncsc/en/home/strategie/cyberstrategie-ncs.html', 'https://www.eda.admin.ch/eda/en/fdfa/foreign-policy/security-policy/new-challenges/cyber-security.html']",2
